,Unnamed: 0,host,http.request.duration,http.request.method,http.request.remoteaddr,http.request.uri,http.request.useragent,http.response.status,http.response.written,id,timestamp
48518,48518,dc118836,1.244677808,GET,269d9a11,v2/4715bf52/98b638a6/blobs/83d6821d,docker/17.03.1-ce go/go1.7.5 git-commit/c6d412e kernel/4.4.0-78-generic os/linux arch/amd64 UpstreamClient(Docker-Client/17.03.1-ce \(linux\)),200,32.0,d30276f8aa,2017-06-20 00:05:29.579
41189,41189,79634854,1.073299756,GET,0bb2e6bb,v2/4715bf52/e36e1b61/blobs/85d5068b,docker/17.03.1-ce go/go1.7.5 git-commit/c6d412e kernel/4.4.0-78-generic os/linux arch/amd64 UpstreamClient(Docker-Client/17.03.1-ce \(linux\)),200,6789.0,2f2cf1aad6,2017-06-20 00:05:29.589
41190,41190,79634854,1.298792766,GET,269d9a11,v2/4715bf52/98b638a6/blobs/8f0fd731,docker/17.03.1-ce go/go1.7.5 git-commit/c6d412e kernel/4.4.0-78-generic os/linux arch/amd64 UpstreamClient(Docker-Client/17.03.1-ce \(linux\)),200,1584.0,9cb7bee08f,2017-06-20 00:05:29.631
4888,4888,906357ea,1.4444115030000002,GET,269d9a11,v2/4715bf52/98b638a6/blobs/2bee5a5e,docker/17.03.1-ce go/go1.7.5 git-commit/c6d412e kernel/4.4.0-78-generic os/linux arch/amd64 UpstreamClient(Docker-Client/17.03.1-ce \(linux\)),200,311203.0,cae6428b79,2017-06-20 00:05:29.777
25923,25923,79634854,1.282612268,GET,0bb2e6bb,v2/4715bf52/e36e1b61/blobs/af358cc6,docker/17.03.1-ce go/go1.7.5 git-commit/c6d412e kernel/4.4.0-78-generic os/linux arch/amd64 UpstreamClient(Docker-Client/17.03.1-ce \(linux\)),200,2061.0,587e720687,2017-06-20 00:05:29.797
11435,11435,dc118836,1.878536294,GET,0bb2e6bb,v2/4715bf52/e36e1b61/blobs/0a64f96e,docker/17.03.1-ce go/go1.7.5 git-commit/c6d412e kernel/4.4.0-78-generic os/linux arch/amd64 UpstreamClient(Docker-Client/17.03.1-ce \(linux\)),200,1927800.0,7eef763962,2017-06-20 00:05:30.396
11433,11433,79634854,3.2081811510000002,GET,4053d99b,v2/8d4710eb/a7840ae4/blobs/72818618,docker/1.12.1 go/go1.6.3 git-commit/23cf638 kernel/3.16.0-76-generic os/linux arch/amd64 UpstreamClient(python-requests/2.14.1),200,5322083.0,a9f40e5982,2017-06-20 00:05:32.373
38317,38317,906357ea,3.476407441,GET,4053d99b,v2/8d4710eb/a7840ae4/blobs/d0678811,docker/1.12.1 go/go1.6.3 git-commit/23cf638 kernel/4.4.0-45-generic os/linux arch/amd64 UpstreamClient(python-requests/2.14.1),200,5322006.0,d4c25fb15c,2017-06-20 00:05:32.531
3266,3266,dc118836,11.372095910999999,GET,4053d99b,v2/8d4710eb/a7840ae4/blobs/14d8a645,docker/1.12.1 go/go1.6.3 git-commit/23cf638 kernel/3.16.0-76-generic os/linux arch/amd64 UpstreamClient(python-requests/2.14.1),200,24441809.0,7ccf8504a8,2017-06-20 00:05:34.472
11434,11434,260f35e1,22.510366083,GET,377c4e83,v2/4715bf52/958c3568/blobs/4d21fddb,docker/17.03.1-ce go/go1.7.5 git-commit/c6d412e kernel/4.4.0-78-generic os/linux arch/amd64 UpstreamClient(Docker-Client/17.03.1-ce \(linux\)),200,52415455.0,3645e6652b,2017-06-20 00:05:34.800
11436,11436,79634854,11.430589019000001,GET,4053d99b,v2/8d4710eb/a7840ae4/blobs/440b4aa9,docker/1.12.1 go/go1.6.3 git-commit/23cf638 kernel/4.4.0-45-generic os/linux arch/amd64 UpstreamClient(python-requests/2.14.1),200,24441703.0,c38f03e8dc,2017-06-20 00:05:35.316
25979,25979,79634854,1.060304286,GET,4053d99b,v2/8d4710eb/a7840ae4/blobs/38e0e1f4,docker/1.12.1 go/go1.6.3 git-commit/23cf638 kernel/3.16.0-76-generic os/linux arch/amd64 UpstreamClient(python-requests/2.14.1),200,14723.0,a84411d296,2017-06-20 00:05:35.381
25980,25980,79634854,0.923254059,GET,269d9a11,v2/4715bf52/437c49db/blobs/93054319,docker/17.03.1-ce go/go1.7.5 git-commit/c6d412e kernel/4.4.0-78-generic os/linux arch/amd64 UpstreamClient(Docker-Client/17.03.1-ce \(linux\)),200,9576.0,168a25b374,2017-06-20 00:05:35.412
3267,3267,dc118836,0.908980307,GET,4053d99b,v2/8d4710eb/a7840ae4/blobs/ff5cb379,docker/1.12.1 go/go1.6.3 git-commit/23cf638 kernel/4.4.0-45-generic os/linux arch/amd64 UpstreamClient(python-requests/2.14.1),200,14724.0,4a719bf395,2017-06-20 00:05:36.086
